0.012557906536041405, 0.107(45)
0.025054858823618176, 0.150(49)
0.037551811111194947, 0.194(53)
0.05004876339877172, 0.240(57)
0.0625457156863485, 0.288(62)
0.07504266797392524, 0.338(67)
0.08753962026150201, 0.391(72)
0.10003657254907876, 0.446(78)
0.11253352483665557, 0.503(84)
0.1250304771242323, 0.563(91)
0.1375274294118091, 0.626(99)
0.15002438169938587, 0.69(11)
0.16252133398696264, 0.76(12)
0.1750182862745394, 0.83(13)
0.18751523856211616, 0.91(14)
0.2000121908496929, 0.98(15)
0.2125091431372697, 1.06(16)
0.2250060954248465, 1.15(17)
0.23750304771242314, 1.24(19)
0.25, 1.33(21)

6.0954248464639664e-05, 0.072(30)
0.012557906536041405, 0.109(42)
0.025054858823618176, 0.150(46)
0.037551811111194947, 0.193(49)
0.05004876339877172, 0.237(53)
0.0625457156863485, 0.283(57)
0.07504266797392524, 0.331(61)
0.08753962026150201, 0.381(66)
0.10003657254907876, 0.434(71)
0.11253352483665557, 0.488(77)
0.1250304771242323, 0.545(83)
0.1375274294118091, 0.604(90)
0.15002438169938587, 0.666(97)
0.16252133398696264, 0.73(10)
0.1750182862745394, 0.80(11)
0.18751523856211616, 0.87(12)
0.2000121908496929, 0.94(13)
0.2125091431372697, 1.01(14)
0.2250060954248465, 1.09(15)
0.23750304771242314, 1.17(17)
0.25, 1.26(18)

6.0954248464639664e-05, 0.066(30)
0.012557906536041405, 0.103(45)
0.025054858823618176, 0.145(49)
0.037551811111194947, 0.188(53)
0.05004876339877172, 0.232(57)
0.0625457156863485, 0.279(61)
0.07504266797392524, 0.327(66)
0.08753962026150201, 0.378(71)
0.10003657254907876, 0.431(77)
0.11253352483665557, 0.486(83)
0.1250304771242323, 0.543(89)
0.1375274294118091, 0.603(97)
0.15002438169938587, 0.67(10)
0.16252133398696264, 0.73(11)
0.1750182862745394, 0.80(12)
0.18751523856211616, 0.87(13)
0.2000121908496929, 0.94(14)
0.2125091431372697, 1.02(16)
0.2250060954248465, 1.10(17)
0.23750304771242314, 1.18(18)
0.25, 1.27(20)

6.0954248464639664e-05, 0.065(30)
0.012557906536041405, 0.102(48)
0.025054858823618176, 0.144(53)
0.037551811111194947, 0.187(57)
0.05004876339877172, 0.232(61)
0.0625457156863485, 0.278(66)
0.07504266797392524, 0.327(71)
0.08753962026150201, 0.378(77)
0.10003657254907876, 0.431(83)
0.11253352483665557, 0.487(90)
0.1250304771242323, 0.544(97)
0.1375274294118091, 0.60(10)
0.15002438169938587, 0.67(11)
0.16252133398696264, 0.73(12)
0.1750182862745394, 0.80(13)
0.18751523856211616, 0.87(14)
0.2000121908496929, 0.94(16)
0.2125091431372697, 1.02(17)
0.2250060954248465, 1.10(18)
0.23750304771242314, 1.18(20)
0.25, 1.27(22)

6.0954248464639664e-05, 0.069(30)
0.012557906536041405, 0.106(44)
0.025054858823618176, 0.146(48)
0.037551811111194947, 0.188(51)
0.05004876339877172, 0.232(55)
0.0625457156863485, 0.277(59)
0.07504266797392524, 0.324(64)
0.08753962026150201, 0.373(69)
0.10003657254907876, 0.424(74)
0.11253352483665557, 0.478(80)
0.1250304771242323, 0.533(86)
0.1375274294118091, 0.591(93)
0.15002438169938587, 0.65(10)
0.16252133398696264, 0.71(11)
0.1750182862745394, 0.78(12)
0.18751523856211616, 0.84(13)
0.2000121908496929, 0.91(14)
0.2125091431372697, 0.99(15)
0.2250060954248465, 1.06(16)
0.23750304771242314, 1.14(17)
0.25, 1.22(18)

6.0954248464639664e-05, 0.063(29)
0.012557906536041405, 0.099(46)
0.025054858823618176, 0.140(50)
0.037551811111194947, 0.182(54)
0.05004876339877172, 0.226(58)
0.0625457156863485, 0.272(62)
0.07504266797392524, 0.320(67)
0.08753962026150201, 0.369(72)
0.10003657254907876, 0.421(78)
0.11253352483665557, 0.475(84)
0.1250304771242323, 0.530(91)
0.1375274294118091, 0.589(98)
0.15002438169938587, 0.65(11)
0.16252133398696264, 0.71(11)
0.1750182862745394, 0.78(12)
0.18751523856211616, 0.85(13)
0.2000121908496929, 0.92(14)
0.2125091431372697, 0.99(16)
0.2250060954248465, 1.07(17)
0.23750304771242314, 1.14(18)
0.25, 1.23(20)

6.0954248464639664e-05, 0.062(30)
0.012557906536041405, 0.099(49)
0.025054858823618176, 0.140(54)
0.037551811111194947, 0.182(58)
0.05004876339877172, 0.227(63)
0.0625457156863485, 0.273(68)
0.07504266797392524, 0.321(73)
0.08753962026150201, 0.371(79)
0.10003657254907876, 0.423(85)
0.11253352483665557, 0.477(92)
0.1250304771242323, 0.533(99)
0.1375274294118091, 0.59(11)
0.15002438169938587, 0.65(12)
0.16252133398696264, 0.72(13)
0.1750182862745394, 0.78(14)
0.18751523856211616, 0.85(15)
0.2000121908496929, 0.92(16)
0.2125091431372697, 1.00(17)
0.2250060954248465, 1.07(19)
0.23750304771242314, 1.15(20)
0.25, 1.24(22)

6.0954248464639664e-05, 0.089(34)
0.012557906536041405, 0.129(44)
0.025054858823618176, 0.173(49)
0.037551811111194947, 0.219(53)
0.05004876339877172, 0.268(57)
0.0625457156863485, 0.319(62)
0.07504266797392524, 0.372(67)
0.08753962026150201, 0.429(73)
0.10003657254907876, 0.488(79)
0.11253352483665557, 0.550(86)
0.1250304771242323, 0.615(94)
0.1375274294118091, 0.68(10)
0.15002438169938587, 0.76(11)
0.16252133398696264, 0.83(12)
0.1750182862745394, 0.91(13)
0.18751523856211616, 1.00(15)
0.2000121908496929, 1.09(16)
0.2125091431372697, 1.18(18)
0.2250060954248465, 1.28(20)
0.23750304771242314, 1.39(22)
0.25, 1.50(24)

6.0954248464639664e-05, 0.082(35)
0.012557906536041405, 0.122(47)
0.025054858823618176, 0.166(52)
0.037551811111194947, 0.213(56)
0.05004876339877172, 0.262(61)
0.0625457156863485, 0.313(66)
0.07504266797392524, 0.366(72)
0.08753962026150201, 0.423(78)
0.10003657254907876, 0.482(85)
0.11253352483665557, 0.545(93)
0.1250304771242323, 0.61(10)
0.1375274294118091, 0.68(11)
0.15002438169938587, 0.75(12)
0.16252133398696264, 0.83(13)
0.1750182862745394, 0.91(14)
0.18751523856211616, 1.00(16)
0.2000121908496929, 1.09(17)
0.2125091431372697, 1.18(19)
0.2250060954248465, 1.28(21)
0.23750304771242314, 1.39(23)
0.25, 1.50(26)

6.0954248464639664e-05, 0.081(36)
0.012557906536041405, 0.121(51)
0.025054858823618176, 0.165(56)
0.037551811111194947, 0.212(61)
0.05004876339877172, 0.261(66)
0.0625457156863485, 0.312(72)
0.07504266797392524, 0.367(78)
0.08753962026150201, 0.423(85)
0.10003657254907876, 0.483(93)
0.11253352483665557, 0.55(10)
0.1250304771242323, 0.61(11)
0.1375274294118091, 0.68(12)
0.15002438169938587, 0.75(13)
0.16252133398696264, 0.83(15)
0.1750182862745394, 0.91(16)
0.18751523856211616, 1.00(18)
0.2000121908496929, 1.09(19)
0.2125091431372697, 1.19(21)
0.2250060954248465, 1.29(23)
0.23750304771242314, 1.39(26)
0.25, 1.51(28)

6.0954248464639664e-05, 0.087(35)
0.012557906536041405, 0.126(47)
0.025054858823618176, 0.169(52)
0.037551811111194947, 0.215(57)
0.05004876339877172, 0.262(61)
0.0625457156863485, 0.312(67)
0.07504266797392524, 0.365(72)
0.08753962026150201, 0.420(79)
0.10003657254907876, 0.477(86)
0.11253352483665557, 0.538(93)
0.1250304771242323, 0.60(10)
0.1375274294118091, 0.67(11)
0.15002438169938587, 0.74(12)
0.16252133398696264, 0.81(13)
0.1750182862745394, 0.89(14)
0.18751523856211616, 0.97(16)
0.2000121908496929, 1.06(17)
0.2125091431372697, 1.15(19)
0.2250060954248465, 1.24(21)
0.23750304771242314, 1.35(23)
0.25, 1.45(25)

6.0954248464639664e-05, 0.080(35)
0.012557906536041405, 0.118(50)
0.025054858823618176, 0.162(55)
0.037551811111194947, 0.208(60)
0.05004876339877172, 0.256(65)
0.0625457156863485, 0.306(71)
0.07504266797392524, 0.359(77)
0.08753962026150201, 0.414(83)
0.10003657254907876, 0.473(91)
0.11253352483665557, 0.534(99)
0.1250304771242323, 0.60(11)
0.1375274294118091, 0.67(12)
0.15002438169938587, 0.74(13)
0.16252133398696264, 0.81(14)
0.1750182862745394, 0.89(15)
0.18751523856211616, 0.97(17)
0.2000121908496929, 1.06(19)
0.2125091431372697, 1.15(20)
0.2250060954248465, 1.25(22)
0.23750304771242314, 1.35(25)
0.25, 1.46(27)

6.0954248464639664e-05, 0.079(36)
0.012557906536041405, 0.117(53)
0.025054858823618176, 0.162(59)
0.037551811111194947, 0.208(65)
0.05004876339877172, 0.256(70)
0.0625457156863485, 0.307(76)
0.07504266797392524, 0.360(83)
0.08753962026150201, 0.415(90)
0.10003657254907876, 0.474(98)
0.11253352483665557, 0.54(11)
0.1250304771242323, 0.60(12)
0.1375274294118091, 0.67(13)
0.15002438169938587, 0.74(14)
0.16252133398696264, 0.81(15)
0.1750182862745394, 0.89(17)
0.18751523856211616, 0.98(19)
0.2000121908496929, 1.06(20)
0.2125091431372697, 1.16(22)
0.2250060954248465, 1.25(25)
0.23750304771242314, 1.36(27)
0.25, 1.47(30)

6.0954248464639664e-05, 0.084(37)
0.012557906536041405, 0.122(52)
0.025054858823618176, 0.166(57)
0.037551811111194947, 0.211(62)
0.05004876339877172, 0.258(68)
0.0625457156863485, 0.307(74)
0.07504266797392524, 0.358(80)
0.08753962026150201, 0.412(87)
0.10003657254907876, 0.469(95)
0.11253352483665557, 0.53(10)
0.1250304771242323, 0.59(11)
0.1375274294118091, 0.66(12)
0.15002438169938587, 0.72(13)
0.16252133398696264, 0.80(15)
0.1750182862745394, 0.87(16)
0.18751523856211616, 0.95(18)
0.2000121908496929, 1.03(19)
0.2125091431372697, 1.12(21)
0.2250060954248465, 1.21(23)
0.23750304771242314, 1.31(26)
0.25, 1.41(28)

6.0954248464639664e-05, 0.079(36)
0.012557906536041405, 0.117(53)
0.025054858823618176, 0.160(59)
0.037551811111194947, 0.206(64)
0.05004876339877172, 0.253(70)
0.0625457156863485, 0.303(76)
0.07504266797392524, 0.355(83)
0.08753962026150201, 0.409(90)
0.10003657254907876, 0.467(99)
0.11253352483665557, 0.53(11)
0.1250304771242323, 0.59(12)
0.1375274294118091, 0.66(13)
0.15002438169938587, 0.73(14)
0.16252133398696264, 0.80(16)
0.1750182862745394, 0.88(17)
0.18751523856211616, 0.96(19)
0.2000121908496929, 1.04(21)
0.2125091431372697, 1.13(23)
0.2250060954248465, 1.22(25)
0.23750304771242314, 1.32(27)
0.25, 1.43(30)

6.0954248464639664e-05, 0.077(37)
0.012557906536041405, 0.115(57)
0.025054858823618176, 0.159(64)
0.037551811111194947, 0.204(70)
0.05004876339877172, 0.252(76)
0.0625457156863485, 0.302(83)
0.07504266797392524, 0.354(90)
0.08753962026150201, 0.409(99)
0.10003657254907876, 0.47(11)
0.11253352483665557, 0.53(12)
0.1250304771242323, 0.59(13)
0.1375274294118091, 0.66(14)
0.15002438169938587, 0.73(16)
0.16252133398696264, 0.80(17)
0.1750182862745394, 0.88(19)
0.18751523856211616, 0.96(21)
0.2000121908496929, 1.05(23)
0.2125091431372697, 1.14(25)
0.2250060954248465, 1.23(27)
0.23750304771242314, 1.33(30)
0.25, 1.44(33)

6.0954248464639664e-05, 0.082(37)
0.012557906536041405, 0.119(54)
0.025054858823618176, 0.161(60)
0.037551811111194947, 0.206(66)
0.05004876339877172, 0.252(72)
0.0625457156863485, 0.300(78)
0.07504266797392524, 0.351(84)
0.08753962026150201, 0.404(92)
0.10003657254907876, 0.46(10)
0.11253352483665557, 0.52(11)
0.1250304771242323, 0.58(12)
0.1375274294118091, 0.64(13)
0.15002438169938587, 0.71(14)
0.16252133398696264, 0.78(15)
0.1750182862745394, 0.85(17)
0.18751523856211616, 0.93(19)
0.2000121908496929, 1.01(20)
0.2125091431372697, 1.10(22)
0.2250060954248465, 1.18(24)
0.23750304771242314, 1.28(27)
0.25, 1.38(29)

6.0954248464639664e-05, 0.076(36)
0.012557906536041405, 0.113(55)
0.025054858823618176, 0.157(61)
0.037551811111194947, 0.202(67)
0.05004876339877172, 0.248(73)
0.0625457156863485, 0.297(79)
0.07504266797392524, 0.349(86)
0.08753962026150201, 0.403(94)
0.10003657254907876, 0.46(10)
0.11253352483665557, 0.52(11)
0.1250304771242323, 0.58(12)
0.1375274294118091, 0.64(13)
0.15002438169938587, 0.71(15)
0.16252133398696264, 0.78(16)
0.1750182862745394, 0.86(18)
0.18751523856211616, 0.94(19)
0.2000121908496929, 1.02(21)
0.2125091431372697, 1.11(23)
0.2250060954248465, 1.20(26)
0.23750304771242314, 1.29(28)
0.25, 1.39(31)

6.0954248464639664e-05, 0.075(37)
0.012557906536041405, 0.112(59)
0.025054858823618176, 0.156(66)
0.037551811111194947, 0.201(72)
0.05004876339877172, 0.248(79)
0.0625457156863485, 0.297(86)
0.07504266797392524, 0.349(94)
0.08753962026150201, 0.40(10)
0.10003657254907876, 0.46(11)
0.11253352483665557, 0.52(12)
0.1250304771242323, 0.58(13)
0.1375274294118091, 0.65(15)
0.15002438169938587, 0.72(16)
0.16252133398696264, 0.79(18)
0.1750182862745394, 0.86(19)
0.18751523856211616, 0.94(21)
0.2000121908496929, 1.03(23)
0.2125091431372697, 1.12(26)
0.2250060954248465, 1.21(28)
0.23750304771242314, 1.30(31)
0.25, 1.41(34)

